paperTitle	citedPaperTitle
A construction of G_2 holonomy spaces with torus symmetry	Superstrings and Manifolds of Exceptional Holonomy
A construction of G_2 holonomy spaces with torus symmetry	M theory, Joyce Orbifolds and Super Yang-Mills
A continuum limit of the chiral Jacobian in lattice gauge theory	Remark on Pauli-Villars Lagrangian on the Lattice
A Correspondence Between Supersymmetric Yang-Mills and Supergravity	Bound States Of Strings And p-Branes
A Correspondence Between Supersymmetric Yang-Mills and Supergravity	Black Holes in String Theory
A Correspondence Between Supersymmetric Yang-Mills and Supergravity	TASI Lectures on D-Branes
A Correspondence Between Supersymmetric Yang-Mills and Supergravity	On non-abelian generalisation of Born-Infeld action in string theory
A Correspondence Between Supersymmetric Yang-Mills and Supergravity	Absorption by Branes and Schwinger Terms in the World Volume Theory
A Correspondence Between Supersymmetric Yang-Mills and Supergravity	The Large N Limit of Superconformal Field Theories and Supergravity
A Correspondence Between Supersymmetric Yang-Mills and Supergravity	Anti De Sitter Space And Holography
A Correspondence Between Supersymmetric Yang-Mills and Supergravity	On Conformal Theories in Four Dimensions
A Correspondence Between Supersymmetric Yang-Mills and Supergravity	Bulk Gauge Fields in AdS Supergravity and Supersingletons
A Correspondence Between Supersymmetric Yang-Mills and Supergravity	D-Branes and Dual Gauge Theories in Type 0 String Theory
A Cosmological Interpretation of Duality	Some Speculations about Black Hole Entropy in String Theory
A critique of the gauge technique	Transverse Ward-Takahashi Identity, Anomaly and Schwinger-Dyson Equation
A Cyclic Model of the Universe	Density Perturbations in the Ekpyrotic Scenario
A de-Sitter thick domain wall solution by elliptic functions	Thick domain walls and singular spaces
A de-Sitter thick domain wall solution by elliptic functions	Thick Brane Worlds and Their Stability
A de-Sitter thick domain wall solution by elliptic functions	Brane World Models With Bulk Scalar Fields
A de-Sitter thick domain wall solution by elliptic functions	Bent Domain Walls as Braneworlds
A de-Sitter thick domain wall solution by elliptic functions	Gravitational Stability and Renormalization-Group Flow
A de-Sitter thick domain wall solution by elliptic functions	Supergravity on the Brane
A derivation of Weyl gravity	Local BRST cohomology in gauge theories
A derivation of Weyl gravity	Inconsistency of interacting, multi-graviton theories
A derivation of Weyl gravity	Gauge theories of spacetime symmetries
A derivation of Weyl gravity	The BRST--antibracket cohomology of 2d gravity conformally coupled to
A derivation of Weyl gravity	Background charges and consistent continuous deformations of 2d
A differential equation approach for examining the subtraction schemes	Finiteness following from underlying theory: a natural strategy
A dilogarithmic 3-dimensional Ising tetrahedron	Weight Systems from Feynman Diagrams
A discrete history of the Lorentzian path integral	A non-perturbative Lorentzian path integral for gravity
A discrete history of the Lorentzian path integral	A Hexagon Model for 3D Lorentzian Quantum Cosmology
A doubled discretisation of abelian Chern-Simons theory	NULL
A Down to Earth Attempt at Determining the Low Energy Effective Action	Nonholomorphic Corrections to the One-Loop N=2 Super Yang-Mills Action
A Dynamical Solution of Stable Starobinsky-Type Inflation Model in	Anomaly-Induced Effective Action and Inflation
A Dynamical Solution of Stable Starobinsky-Type Inflation Model in	AdS/CFT correspondence, conformal anomaly and quantum corrected entropy
A Dynamical Solution of Stable Starobinsky-Type Inflation Model in	Conformal Symmetry and Central Charges in 4 Dimensions
A Dynamical Solution of Stable Starobinsky-Type Inflation Model in	Quantum Gravity and Black Hole Dynamics in 1+1 Dimensions
A Dynamical Solution of Stable Starobinsky-Type Inflation Model in	Twenty Years of the Weyl Anomaly
A Dynamical Solution of Stable Starobinsky-Type Inflation Model in	Criticality and Scaling in 4D Quantum Gravity
A Dynamical Solution of Stable Starobinsky-Type Inflation Model in	Background-metric Independent Formulation of 4D Quantum Gravity
A Family of Dual N=2 Supergravity Actions in Ten-Dimensions	NULL
A Family of N=1 SU(N)^k Theories from Branes at Singularities	Non-Abelian Conifold Transitions and N=4 Dualities in Three Dimensions
A Family of N=1 SU(N)^k Theories from Branes at Singularities	The Large N Limit of Superconformal Field Theories and Supergravity
A Family of N=1 SU(N)^k Theories from Branes at Singularities	Anti De Sitter Space And Holography
A Family of N=1 SU(N)^k Theories from Branes at Singularities	On Conformal Theories in Four Dimensions
A Family of N=1 SU(N)^k Theories from Branes at Singularities	Superconformal Field Theory on Threebranes at a Calabi-Yau Singularity
A Family of N=1 SU(N)^k Theories from Branes at Singularities	Baryons and Domain Walls in an N = 1 Superconformal Gauge Theory
A Family of N=1 SU(N)^k Theories from Branes at Singularities	Generalized Conifolds and 4d N=1 SCFT
A finite action for three dimensional gravity with a minimally coupled	Black holes and asymptotics of 2+1 gravity coupled to a scalar field
A finite action for three dimensional gravity with a minimally coupled	The Large N Limit of Superconformal Field Theories and Supergravity
A finite action for three dimensional gravity with a minimally coupled	Anti De Sitter Space And Holography
A finite action for three dimensional gravity with a minimally coupled	Three-Dimensional Gravity with Conformal Scalar and Asymptotic Virasoro
A finite action for three dimensional gravity with a minimally coupled	Asymptotically Anti-de Sitter Space-times: Conserved Quantities
A finite action for three dimensional gravity with a minimally coupled	Conserved Charges for Even Dimensional Asymptotically AdS Gravity
A finite cutoff on the string worldsheet?	Point-Like States for Type 2b Superstrings
A finite cutoff on the string worldsheet?	The Size of p-Branes
A finite temperature generalization of Zamolodchikovs C-theorem	NULL
A formulation of the Yang-Mills theory as a deformation of a topological	Field Strength Formulation of SU(2) Yang-Mills Theory in the Maximal
A formulation of the Yang-Mills theory as a deformation of a topological	Abelian Projections and Monopoles
A formulation of the Yang-Mills theory as a deformation of a topological	Partial duality in SU(N) Yang-Mills theory
A Functional Approach to the Heat Kernel in Curved Space	On the Calculation of Effective Actions by String Methods
A general non renormalization theorem in the extended antifield	Non-Renormalization Properties of the Chern-Simons Action Coupled to
A General Relativistic Model for Confinement in SU(2) Yang-Mills Theory	NULL
A Generic Renormalization Method in Curved Spaces and at Finite	NULL
A geometric approach to D-branes in group manifolds	A note on D-branes in group manifolds: flux quantisation and D0-charge
A geometric approach to D-branes in group manifolds	Conformal field theory: a case study
A geometric approach to D-branes in group manifolds	The geometry of WZW branes
A geometric discretisation scheme applied to the Abelian Chern-Simons	A doubled discretisation of abelian Chern-Simons theory
A geometric discretisation scheme applied to the Abelian Chern-Simons	Lattice Chern-Simons Gravity via Ponzano-Regge Model
A groupoid approach to spaces of generalized connections	Gauge Field Theory Coherent States (GCS) : IV. Infinite Tensor Product
A Hexagon Model for 3D Lorentzian Quantum Cosmology	A non-perturbative Lorentzian path integral for gravity
A Hidden Connection between Lax Descriptions and Superextensions of KdV	Properties of an Alternate Lax Description of the KdV Hierarchy
A Hierarchy of Superstrings	On the Uniqueness of String Theory
A Hierarchy of Superstrings	On the Universal String Theroy
A k Gauge Fixed Type IIB Superstring Action on AdS_{5} X S_{5}	Yang-Mills theories on the space-time S_1 times R cylinder:
A k Gauge Fixed Type IIB Superstring Action on AdS_{5} X S_{5}	The Large N Limit of Superconformal Field Theories and Supergravity
A k Gauge Fixed Type IIB Superstring Action on AdS_{5} X S_{5}	Anti De Sitter Space And Holography
A k Gauge Fixed Type IIB Superstring Action on AdS_{5} X S_{5}	Non-perturbative Effects in AdS5 * S5 String Theory and d=4 SUSY
A k Gauge Fixed Type IIB Superstring Action on AdS_{5} X S_{5}	The Osp(8|4) singleton action from the supermembrane
A Large-N Reduced Model as Superstring	NULL
A lecture on the Liouville vertex operators	Unitary representations of U_{q}(mathfrak{sl}(2,RR)), the modular
A lecture on the Liouville vertex operators	Quantum Dilogarithm
A lecture on the Liouville vertex operators	Liouville bootstrap via harmonic analysis on a noncompact quantum group
A local and integrable lattice regularization of the massive Thirring	NULL
A Locally Supersymmetric Action for the Scalar Particle	On the Uniqueness of String Theory
A Locally Supersymmetric Action for the Scalar Particle	A Hierarchy of Superstrings
A Lower Estimate for the Modified Steiner Functional	NULL
A mass hierarchy from recoiling D branes	Logarithmic Operators in Conformal Field Theory
A mass hierarchy from recoiling D branes	World-Sheet Logarithmic Operators and Target Space Symmetries in String
A mass hierarchy from recoiling D branes	Low-Scale Closed Strings and their Duals
A mass hierarchy from recoiling D branes	Crystal Manyfold Universes in AdS Space
A Massive Renormalizable Abelian Gauge Theory in 2+1 Dimensions	NULL
A Matrix Model for Random Surfaces with Dynamical Holes	Multicritical Phases of the O(n) Model on a Random Lattice
A Matrix Model for Random Surfaces with Dynamical Holes	Two dimensional QCD is a one dimensional Kazakov-Migdal model
A Mean Field Approximation to the Worldsheet Model of Planar phi^3 Field	Light-Cone Quantization of the c=2 Matrix Model
A Mean Field Approximation to the Worldsheet Model of Planar phi^3 Field	The Large N Limit of Superconformal Field Theories and Supergravity
A Membrane Action for OM Theory	Vertex Operators for the Supermembrane
A Membrane Action for OM Theory	Space/Time Non-Commutativity and Causality
A Membrane Action for OM Theory	Strings in Background Electric Field, Space/Time Noncommutativity and A
A Membrane Action for OM Theory	1+1 Dimensional NCOS and its U(N) Gauge Theory Dual
A Membrane Action for OM Theory	S-Duality from OM-Theory
A Membrane Action for OM Theory	Fundamental Strings in Open String Theory at the Tachyonic Vacuum
A Membrane Action for OM Theory	The large M limit of Non-Commutative Open Strings at strong coupling
A Membrane Action for OM Theory	Open supermembranes in eleven dimensions
A Membrane Action for OM Theory	Supermembranes with Winding
A Membrane Action for OM Theory	Matrix Regularization of an Open Supermembrane ---towards M-theory
A Membrane Action for OM Theory	Open and Closed Supermembranes with Winding
A Membrane Action for OM Theory	D-branes and the Noncommutative Torus
A Microscopic Liouville Arrow of Time	Exactly Marginal Operators and Running Coupling Constants in 2D Gravity
A Microscopic Liouville Arrow of Time	Logarithmic Operators in Conformal Field Theory
A Microscopic Liouville Arrow of Time	World-Sheet Logarithmic Operators and Target Space Symmetries in String
A Microscopic Liouville Arrow of Time	Quantum Phase Space from String Solitons
A Microscopic Liouville Arrow of Time	TASI Lectures on D-Branes
A Microscopic Liouville Arrow of Time	M Theory from World-Sheet Defects in Liouville String
A model of stable chromomagnetic vacuum in higher-dimensional Yang-Mills	Covariant approximation schemes for calculation of the heat kernel in
A New Approach to Functional Analysis on Graphs, the Connes-Spectral	Emergence of Space-Time on the Planck Scale described as an Unfolding
A new approach to the correlation functions of W-algebras	Duality in Quantum Toda theory and W-algebras
A new approach to the correlation functions of W-algebras	A2 Toda theory in reduced WZNW framework and the representations of the
A new approach to the correlation functions of W-algebras	W-symmetry in Conformal Field Theory
A new approach to the correlation functions of W-algebras	Classification of Structure Constants for W-algebras from Highest
A New Class of Two-Dimensional Noncommutative Spaces	Holomorphic curves from matrices
A new family of SU(2) symmetric integrable sigma models	NULL
A new interpretation of Bethe ansatz solutions for massive Thirring	NULL
A New Look at the Schouten-Nijenhuis, Fr"olicher-Nijenhuis and	NULL
A new Map between Quantum Gauge Theories defined on a Quantum hyperplane	The Jordanian Bicovariant Differential Calculus
A new Map between Quantum Gauge Theories defined on a Quantum hyperplane	Quantum Group Gauge Theories and Covariant Quantum Algebras
A New Measure, Scale Invariance and See Saw Cosmology	NULL
A New Method of Constructing Black Hole Solutions in Einstein and 5D	Brane World Cosmology - Gauge-Invariant Formalism for Perturbation
